mun;ano;group;qtdp;n;p
150680;2017;NA;500-10k;22;6,11111111111111e-01
150680;2017;NA;10k-100k;1;2,77777777777778e-02
150680;2018;Autóctone;<200;1;2,00000000000000e-01
150680;2018;Autóctone;500-10k;3;6,00000000000000e-01
150680;2018;Autóctone;10k-100k;1;2,00000000000000e-01
150680;2018;Importado;<200;34;1,89944134078212e-01
150680;2018;Importado;200-300;9;5,02793296089385e-02
150680;2018;Importado;300-500;30;1,67597765363128e-01
150680;2018;Importado;500-10k;98;5,47486033519553e-01
150680;2018;Importado;10k-100k;8;4,46927374301676e-02
150680;2018;NA;<200;11;3,14285714285714e-01
150680;2018;NA;200-300;1;2,85714285714286e-02
150680;2018;NA;300-500;3;8,57142857142857e-02
150680;2018;NA;500-10k;18;5,14285714285714e-01
150680;2018;NA;10k-100k;2;5,71428571428571e-02
150680;2019;Importado;<200;46;2,50000000000000e-01
150680;2019;Importado;200-300;9;4,89130434782609e-02
150680;2019;Importado;300-500;24;1,30434782608696e-01
150680;2019;Importado;500-10k;102;5,54347826086957e-01
150680;2019;Importado;10k-100k;3;1,63043478260870e-02
150680;2019;NA;<200;7;2,69230769230769e-01
150680;2019;NA;200-300;1;3,84615384615385e-02
150680;2019;NA;300-500;2;7,69230769230769e-02
150680;2019;NA;500-10k;13;5,00000000000000e-01
150680;2019;NA;10k-100k;3;1,15384615384615e-01
150680;2020;Importado;<200;15;2,11267605633803e-01
150680;2020;Importado;200-300;2;2,81690140845070e-02
150680;2020;Importado;300-500;4;5,63380281690141e-02
150680;2020;Importado;500-10k;49;6,90140845070423e-01
150680;2020;Importado;10k-100k;1;1,40845070422535e-02
150680;2020;NA;<200;1;1,42857142857143e-01
150680;2020;NA;200-300;1;1,42857142857143e-01
150680;2020;NA;300-500;1;1,42857142857143e-01
150680;2020;NA;500-10k;4;5,71428571428571e-01
150690;2007;Autóctone;<200;20;3,57142857142857e-01
150690;2007;Autóctone;200-300;3;5,35714285714286e-02
150690;2007;Autóctone;300-500;7;1,25000000000000e-01
150690;2007;Autóctone;500-10k;25;4,46428571428571e-01
150690;2007;Autóctone;10k-100k;1;1,78571428571429e-02
150690;2007;Importado;500-10k;1;1,00000000000000e+00
150690;2008;Autóctone;<200;17;2,15189873417722e-01
150690;2008;Autóctone;200-300;11;1,39240506329114e-01
150690;2008;Autóctone;300-500;21;2,65822784810127e-01
150690;2008;Autóctone;500-10k;29;3,67088607594937e-01
150690;2008;Autóctone;10k-100k;1;1,26582278481013e-02
150690;2008;Importado;200-300;1;5,00000000000000e-01
150690;2008;Importado;500-10k;1;5,00000000000000e-01
150690;2009;Autóctone;<200;22;2,15686274509804e-01
150690;2009;Autóctone;200-300;6;5,88235294117647e-02
150690;2009;Autóctone;300-500;60;5,88235294117647e-01
150690;2009;Autóctone;500-10k;13;1,27450980392157e-01
150690;2009;Autóctone;10k-100k;1;9,80392156862745e-03
150690;2009;Importado;300-500;2;6,66666666666667e-01
150690;2009;Importado;500-10k;1;3,33333333333333e-01
150690;2010;Autóctone;<200;32;5,61403508771930e-01
150690;2010;Autóctone;200-300;8;1,40350877192982e-01
150690;2010;Autóctone;300-500;12;2,10526315789474e-01
150690;2010;Autóctone;500-10k;5;8,77192982456140e-02
150690;2011;Autóctone;<200;1;2,50000000000000e-01
150690;2011;Autóctone;300-500;3;7,50000000000000e-01
150690;2011;Importado;500-10k;1;1,00000000000000e+00
150690;2012;Autóctone;<200;1;1,11111111111111e-01
150690;2012;Autóctone;300-500;6;6,66666666666667e-01
150690;2012;Autóctone;500-10k;2;2,22222222222222e-01
150690;2012;Importado;300-500;1;1,00000000000000e+00
150690;2017;Importado;300-500;1;1,00000000000000e+00
150700;2007;Importado;200-300;1;2,50000000000000e-01
150700;2007;Importado;10k-100k;3;7,50000000000000e-01
150700;2007;NA;500-10k;1;1,00000000000000e+00
150700;2008;Importado;300-500;1;2,00000000000000e-01
150700;2008;Importado;500-10k;4;8,00000000000000e-01
150700;2008;NA;200-300;1;1,00000000000000e+00
150700;2009;Importado;200-300;1;3,33333333333333e-01
150700;2009;Importado;300-500;1;3,33333333333333e-01
150700;2009;Importado;500-10k;1;3,33333333333333e-01
150700;2010;Autóctone;500-10k;1;1,00000000000000e+00
150700;2010;Importado;500-10k;1;1,00000000000000e+00
150700;2011;Autóctone;500-10k;2;1,00000000000000e+00
150700;2011;Importado;200-300;1;2,00000000000000e-01
150700;2011;Importado;500-10k;2;4,00000000000000e-01
150700;2011;Importado;10k-100k;2;4,00000000000000e-01
150700;2012;Importado;300-500;1;2,50000000000000e-01
150700;2012;Importado;500-10k;3;7,50000000000000e-01
150700;2013;Importado;300-500;1;5,00000000000000e-01
150700;2013;Importado;500-10k;1;5,00000000000000e-01
150700;2014;Importado;500-10k;1;1,00000000000000e+00
150700;2015;Importado;500-10k;1;1,00000000000000e+00
150700;2016;Importado;500-10k;1;1,00000000000000e+00
150700;2017;Importado;500-10k;6;8,57142857142857e-01
150700;2017;Importado;>100k;1;1,42857142857143e-01
150700;2018;Importado;500-10k;1;1,00000000000000e+00
150700;2019;Importado;500-10k;1;1,00000000000000e+00
150710;2007;Autóctone;300-500;1;1,00000000000000e+00
150710;2007;Importado;200-300;1;5,00000000000000e-01
150710;2007;Importado;500-10k;1;5,00000000000000e-01
150710;2008;Autóctone;300-500;10;7,69230769230769e-01
150710;2008;Autóctone;500-10k;3;2,30769230769231e-01
150710;2008;Importado;<200;7;3,04347826086957e-01
150710;2008;Importado;200-300;1;4,34782608695652e-02
150710;2008;Importado;300-500;11;4,78260869565217e-01
150710;2008;Importado;500-10k;4;1,73913043478261e-01
150710;2009;Autóctone;<200;4;1,90476190476190e-01
150710;2009;Autóctone;200-300;3;1,42857142857143e-01
150710;2009;Autóctone;300-500;12;5,71428571428571e-01
150710;2009;Autóctone;500-10k;2;9,52380952380952e-02
150710;2009;Importado;<200;1;3,44827586206897e-02
150710;2009;Importado;200-300;2;6,89655172413793e-02
150710;2009;Importado;300-500;22;7,58620689655172e-01
150710;2009;Importado;500-10k;4;1,37931034482759e-01
150710;2010;Autóctone;300-500;1;5,00000000000000e-01
150710;2010;Autóctone;500-10k;1;5,00000000000000e-01
150710;2011;Autóctone;<200;46;2,22222222222222e-01
150710;2011;Autóctone;200-300;13;6,28019323671498e-02
150710;2011;Autóctone;300-500;88;4,25120772946860e-01
150710;2011;Autóctone;500-10k;51;2,46376811594203e-01
150710;2011;Autóctone;10k-100k;8;3,86473429951691e-02
150710;2011;Autóctone;>100k;1;4,83091787439614e-03
150710;2011;Importado;<200;1;7,14285714285714e-02
150710;2011;Importado;300-500;4;2,85714285714286e-01
150710;2011;Importado;500-10k;8;5,71428571428571e-01
150710;2011;Importado;10k-100k;1;7,14285714285714e-02
150710;2011;NA;300-500;1;1,00000000000000e+00
150710;2012;Autóctone;<200;60;1,60427807486631e-01
150710;2012;Autóctone;200-300;22;5,88235294117647e-02
150710;2012;Autóctone;300-500;184;4,91978609625668e-01
150710;2012;Autóctone;500-10k;96;2,56684491978610e-01
150710;2012;Autóctone;10k-100k;12;3,20855614973262e-02
150710;2012;Importado;<200;1;7,14285714285714e-02
150710;2012;Importado;200-300;1;7,14285714285714e-02
150710;2012;Importado;300-500;4;2,85714285714286e-01
150710;2012;Importado;500-10k;6;4,28571428571429e-01
150710;2012;Importado;10k-100k;2;1,42857142857143e-01
150710;2012;NA;<200;1;1,00000000000000e+00
150710;2013;Autóctone;<200;15;9,86842105263158e-02
150710;2013;Autóctone;200-300;2;1,31578947368421e-02
150710;2013;Autóctone;300-500;25;1,64473684210526e-01
150710;2013;Autóctone;500-10k;22;1,44736842105263e-01
150710;2013;Autóctone;10k-100k;5;3,28947368421053e-02
150710;2013;Autóctone;NA;83;5,46052631578947e-01
150710;2013;Importado;300-500;2;4,00000000000000e-01
150710;2013;Importado;NA;3;6,00000000000000e-01
150710;2014;Autóctone;NA;1;1,00000000000000e+00
150710;2017;Importado;300-500;1;1,00000000000000e+00
150710;2018;Importado;NA;1;1,00000000000000e+00
150710;2019;Importado;NA;2;1,00000000000000e+00
150715;2007;Autóctone;<200;5;1,38888888888889e-01
150715;2007;Autóctone;200-300;8;2,22222222222222e-01
150715;2007;Autóctone;300-500;1;2,77777777777778e-02
150715;2007;Autóctone;500-10k;19;5,27777777777778e-01
150715;2007;Autóctone;10k-100k;3;8,33333333333333e-02
150715;2007;Importado;<200;17;2,83333333333333e-01
150715;2007;Importado;200-300;7;1,16666666666667e-01
150715;2007;Importado;300-500;6;1,00000000000000e-01
150715;2007;Importado;500-10k;28;4,66666666666667e-01
150715;2007;Importado;10k-100k;2;3,33333333333333e-02
150715;2007;NA;<200;1;6,25000000000000e-02
150715;2007;NA;300-500;1;6,25000000000000e-02
150715;2007;NA;500-10k;12;7,50000000000000e-01
150715;2007;NA;10k-100k;2;1,25000000000000e-01
150715;2008;Autóctone;<200;1;8,33333333333333e-02
150715;2008;Autóctone;200-300;4;3,33333333333333e-01
150715;2008;Autóctone;300-500;2;1,66666666666667e-01
150715;2008;Autóctone;500-10k;4;3,33333333333333e-01
150715;2008;Autóctone;10k-100k;1;8,33333333333333e-02
150715;2008;Importado;<200;12;2,40000000000000e-01
150715;2008;Importado;200-300;3;6,00000000000000e-02
150715;2008;Importado;300-500;4;8,00000000000000e-02
150715;2008;Importado;500-10k;30;6,00000000000000e-01
150715;2008;Importado;10k-100k;1;2,00000000000000e-02
150715;2008;NA;<200;2;2,50000000000000e-01
150715;2008;NA;200-300;1;1,25000000000000e-01
150715;2008;NA;300-500;1;1,25000000000000e-01
150715;2008;NA;500-10k;4;5,00000000000000e-01
150715;2009;Autóctone;<200;4;6,66666666666667e-01
150715;2009;Autóctone;500-10k;2;3,33333333333333e-01
150715;2009;Importado;<200;17;3,33333333333333e-01
150715;2009;Importado;300-500;6;1,17647058823529e-01
150715;2009;Importado;500-10k;28;5,49019607843137e-01
150715;2009;NA;<200;7;3,68421052631579e-01
150715;2009;NA;300-500;2;1,05263157894737e-01
150715;2009;NA;500-10k;10;5,26315789473684e-01
150715;2010;Autóctone;<200;1;1,66666666666667e-01
150715;2010;Autóctone;300-500;2;3,33333333333333e-01
150715;2010;Autóctone;500-10k;3;5,00000000000000e-01
150715;2010;Importado;<200;14;1,66666666666667e-01
150715;2010;Importado;200-300;2;2,38095238095238e-02
150715;2010;Importado;300-500;15;1,78571428571429e-01
150715;2010;Importado;500-10k;42;5,00000000000000e-01
150715;2010;Importado;10k-100k;6;7,14285714285714e-02
150715;2010;Importado;>100k;5;5,95238095238095e-02
150715;2010;NA;<200;3;2,50000000000000e-01
150715;2010;NA;200-300;1;8,33333333333333e-02
150715;2010;NA;300-500;3;2,50000000000000e-01
150715;2010;NA;500-10k;5;4,16666666666667e-01
150715;2011;Autóctone;<200;5;1,00000000000000e+00
150715;2011;Importado;<200;25;3,67647058823529e-01
150715;2011;Importado;200-300;1;1,47058823529412e-02
150715;2011;Importado;300-500;10;1,47058823529412e-01
150715;2011;Importado;500-10k;29;4,26470588235294e-01
150715;2011;Importado;10k-100k;3;4,41176470588235e-02
150715;2011;NA;<200;10;3,22580645161290e-01
150715;2011;NA;200-300;2;6,45161290322581e-02
150715;2011;NA;300-500;6;1,93548387096774e-01
150715;2011;NA;500-10k;13;4,19354838709677e-01
150715;2012;Autóctone;200-300;1;5,00000000000000e-01
150715;2012;Autóctone;500-10k;1;5,00000000000000e-01
150715;2012;Importado;<200;2;1,00000000000000e-01
150715;2012;Importado;500-10k;18;9,00000000000000e-01
150715;2012;NA;<200;6;2,14285714285714e-01
150715;2012;NA;200-300;1;3,57142857142857e-02
150715;2012;NA;300-500;4;1,42857142857143e-01
150715;2012;NA;500-10k;15;5,35714285714286e-01
150715;2012;NA;NA;2;7,14285714285714e-02
150715;2013;Importado;300-500;1;2,00000000000000e-01
150715;2013;Importado;500-10k;4;8,00000000000000e-01
150715;2013;NA;<200;2;1,00000000000000e-01
150715;2013;NA;200-300;3;1,50000000000000e-01
150715;2013;NA;300-500;1;5,00000000000000e-02
150715;2013;NA;500-10k;13;6,50000000000000e-01
150715;2013;NA;NA;1;5,00000000000000e-02
150715;2014;Importado;<200;5;1,66666666666667e-01
150715;2014;Importado;200-300;2;6,66666666666667e-02
150715;2014;Importado;300-500;3;1,00000000000000e-01
150715;2014;Importado;500-10k;20;6,66666666666667e-01
150715;2014;NA;300-500;1;2,50000000000000e-01
150715;2014;NA;500-10k;3;7,50000000000000e-01
150715;2015;Importado;<200;11;2,55813953488372e-01
150715;2015;Importado;500-10k;32;7,44186046511628e-01
150715;2015;NA;<200;1;1,42857142857143e-01
150715;2015;NA;500-10k;5;7,14285714285714e-01
150715;2015;NA;10k-100k;1;1,42857142857143e-01
150715;2016;Importado;500-10k;4;1,00000000000000e+00
150715;2016;NA;<200;1;3,33333333333333e-01
150715;2016;NA;300-500;1;3,33333333333333e-01
150715;2016;NA;500-10k;1;3,33333333333333e-01
150715;2017;Importado;<200;3;5,00000000000000e-01
150715;2017;Importado;500-10k;3;5,00000000000000e-01
150715;2017;NA;<200;4;4,44444444444444e-01
150715;2017;NA;500-10k;5;5,55555555555556e-01
150715;2018;Importado;<200;2;6,66666666666667e-01
150715;2018;Importado;500-10k;1;3,33333333333333e-01
150715;2018;NA;<200;3;2,72727272727273e-01
150715;2018;NA;200-300;1;9,09090909090909e-02
150715;2018;NA;500-10k;7;6,36363636363636e-01
150715;2019;Importado;<200;3;5,00000000000000e-01
150715;2019;Importado;500-10k;3;5,00000000000000e-01
150715;2019;NA;<200;1;3,33333333333333e-01
150715;2019;NA;500-10k;1;3,33333333333333e-01
150715;2019;NA;NA;1;3,33333333333333e-01
150715;2020;Importado;<200;2;5,00000000000000e-01
150715;2020;Importado;500-10k;2;5,00000000000000e-01
150720;2007;Importado;<200;17;2,17948717948718e-01
150720;2007;Importado;200-300;9;1,15384615384615e-01
150720;2007;Importado;300-500;15;1,92307692307692e-01
150720;2007;Importado;500-10k;25;3,20512820512821e-01
150720;2007;Importado;10k-100k;11;1,41025641025641e-01
150720;2007;Importado;>100k;1;1,28205128205128e-02
150720;2008;Importado;<200;15;1,54639175257732e-01
150720;2008;Importado;200-300;11;1,13402061855670e-01
150720;2008;Importado;300-500;19;1,95876288659794e-01
150720;2008;Importado;500-10k;44;4,53608247422680e-01
150720;2008;Importado;10k-100k;8;8,24742268041237e-02
150720;2009;Autóctone;<200;2;3,33333333333333e-01
150720;2009;Autóctone;200-300;1;1,66666666666667e-01
150720;2009;Autóctone;300-500;1;1,66666666666667e-01
150720;2009;Autóctone;500-10k;2;3,33333333333333e-01
150720;2009;Importado;<200;14;1,86666666666667e-01
150720;2009;Importado;200-300;12;1,60000000000000e-01
150720;2009;Importado;300-500;19;2,53333333333333e-01
150720;2009;Importado;500-10k;22;2,93333333333333e-01
150720;2009;Importado;10k-100k;8;1,06666666666667e-01
